CustomerID,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,RFM_SCORE,Segment
13617.0,39,3,122.75,3,3,3,333,Need_Attention
13618.0,173,1,13.46,2,1,1,211,Hibernating
13621.0,116,1,21.45,2,1,1,211,Hibernating
13623.0,30,5,291.15000000000003,4,4,4,444,Loyal_Customers
13626.0,252,1,40.67,1,1,2,112,Hibernating
13627.0,58,5,273.65999999999997,3,4,4,344,Loyal_Customers
13629.0,22,11,137.12999999999997,4,5,3,453,Loyal_Customers
13630.0,4,7,142.22,5,5,3,553,Best Customers
13631.0,99,11,67.77000000000001,2,5,2,252,Cant_Lose
13632.0,24,5,463.34000000000003,4,4,5,445,Loyal_Customers
13634.0,32,5,626.15,4,4,5,445,Loyal_Customers
13635.0,67,1,149.16,3,1,3,313,About_to_Sleep
13636.0,36,5,238.48,3,4,4,344,Loyal_Customers
13637.0,51,3,238.95000000000002,3,3,4,334,Need_Attention
13638.0,15,1,23.940000000000005,4,1,1,411,Promising
13639.0,73,1,57.720000000000006,2,1,2,212,Hibernating
13642.0,215,1,214.58,1,1,4,114,Hibernating
13643.0,30,3,67.05,4,3,2,432,Potential_Loyalists
13644.0,15,4,444.2800000000001,4,4,5,445,Loyal_Customers
13645.0,119,1,16.85,2,1,1,211,Hibernating
13647.0,9,4,262.31000000000006,5,4,4,544,Best Customers
13649.0,256,2,73.4,1,2,2,122,Hibernating
13650.0,16,6,302.64,4,5,4,454,Loyal_Customers
13651.0,34,2,36.349999999999994,3,2,1,321,About_to_Sleep
13652.0,45,3,196.76999999999998,3,3,4,334,Need_Attention
13654.0,42,6,419.43,3,5,5,355,Loyal_Customers
13655.0,113,2,186.46,2,2,4,224,Hibernating
13656.0,164,2,84.23,2,2,2,222,Hibernating
13657.0,10,2,47.89,5,2,2,522,Potential_Loyalists
13658.0,9,5,434.45,5,4,5,545,Best Customers
13659.0,205,2,398.23,1,2,5,125,Hibernating
13662.0,85,3,173.83999999999995,2,3,3,233,At_Risk
13663.0,178,1,58.5,2,1,2,212,Hibernating
13666.0,59,3,44.900000000000006,3,3,2,332,Need_Attention
13667.0,148,1,211.82999999999998,2,1,4,214,Hibernating
13668.0,2,21,1398.75,5,5,5,555,Best Customers
13669.0,50,2,24.76,3,2,1,321,About_to_Sleep
13670.0,74,1,46.92,2,1,2,212,Hibernating
13672.0,300,2,26.78,1,2,1,121,Hibernating
13673.0,18,2,214.61999999999998,4,2,4,424,Potential_Loyalists
13675.0,150,2,47.57000000000001,2,2,2,222,Hibernating
13678.0,151,1,6.3,2,1,1,211,Hibernating
13680.0,0,4,430.02,5,4,5,545,Best Customers
13681.0,17,4,165.44000000000003,4,4,3,443,Loyal_Customers
13682.0,186,1,21.25,1,1,1,111,Hibernating
13684.0,285,1,52.339999999999996,1,1,2,112,Hibernating
13685.0,2,7,27.33,5,5,1,551,Best Customers
13686.0,182,1,9.3,1,1,1,111,Hibernating
13689.0,62,1,10.2,3,1,1,311,About_to_Sleep
13690.0,58,1,53.75,3,1,2,312,About_to_Sleep
13692.0,24,3,137.72000000000003,4,3,3,433,Potential_Loyalists
13694.0,3,50,891.1899999999999,5,5,5,555,Best Customers
13695.0,30,15,238.22,4,5,4,454,Loyal_Customers
13697.0,38,1,16.72,3,1,1,311,About_to_Sleep
13699.0,154,1,88.29000000000002,2,1,2,212,Hibernating
13700.0,25,10,312.39,4,5,4,454,Loyal_Customers
13703.0,317,1,9.95,1,1,1,111,Hibernating
13704.0,4,9,446.06,5,5,5,555,Best Customers
13705.0,7,3,213.04000000000002,5,3,4,534,Potential_Loyalists
13706.0,302,1,55.480000000000004,1,1,2,112,Hibernating
13707.0,266,2,214.24,1,2,4,124,Hibernating
13708.0,270,1,104.93000000000002,1,1,3,113,Hibernating
13709.0,3,13,1193.1599999999999,5,5,5,555,Best Customers
13710.0,31,1,9.33,4,1,1,411,Promising
13711.0,218,2,49.14,1,2,2,122,Hibernating
13712.0,246,1,12.35,1,1,1,111,Hibernating
13715.0,280,5,239.89999999999998,1,4,4,144,At_Risk
13716.0,268,1,29.81,1,1,1,111,Hibernating
13717.0,31,6,208.43,4,5,4,454,Loyal_Customers
13718.0,245,2,66.35,1,2,2,122,Hibernating
13719.0,14,5,195.96,4,4,4,444,Loyal_Customers
13720.0,116,4,136.70000000000002,2,4,3,243,At_Risk
13721.0,35,1,79.83000000000001,3,1,2,312,About_to_Sleep
13722.0,131,3,245.17,2,3,4,234,At_Risk
13723.0,216,1,31.7,1,1,1,111,Hibernating
13725.0,49,8,450.95000000000005,3,5,5,355,Loyal_Customers
13726.0,38,2,45.199999999999996,3,2,2,322,About_to_Sleep
13727.0,28,2,58.82,4,2,2,422,Potential_Loyalists
13728.0,36,6,343.4600000000001,3,5,4,354,Loyal_Customers
13730.0,135,2,139.24,2,2,3,223,Hibernating
13731.0,218,2,162.99999999999997,1,2,3,123,Hibernating
13732.0,27,1,52.13999999999999,4,1,2,412,Promising
13735.0,24,4,791.1300000000001,4,4,5,445,Loyal_Customers
13736.0,4,2,415.94,5,2,5,525,Potential_Loyalists
13737.0,199,1,115.46,1,1,3,113,Hibernating
13739.0,17,1,16.45,4,1,1,411,Promising
13740.0,240,1,36.71,1,1,1,111,Hibernating
13741.0,71,3,177.67,3,3,4,334,Need_Attention
13742.0,16,12,1317.24,4,5,5,455,Loyal_Customers
13743.0,2,7,45.93,5,5,2,552,Best Customers
13744.0,94,2,122.91999999999999,2,2,3,223,Hibernating
13745.0,161,1,16.14,2,1,1,211,Hibernating
13747.0,373,1,9.95,1,1,1,111,Hibernating
13748.0,95,5,111.9,2,4,3,243,At_Risk
13750.0,53,5,120.49,3,4,3,343,Loyal_Customers
13751.0,287,1,31.77,1,1,1,111,Hibernating
13752.0,123,6,233.32999999999998,2,5,4,254,Cant_Lose
13753.0,287,1,62.80000000000001,1,1,2,112,Hibernating
13754.0,151,2,28.05,2,2,1,221,Hibernating
13755.0,3,9,1050.9299999999998,5,5,5,555,Best Customers
13756.0,1,14,388.66999999999996,5,5,5,555,Best Customers
13758.0,11,7,384.6899999999999,5,5,5,555,Best Customers
13759.0,32,2,84.07,4,2,2,422,Potential_Loyalists
13760.0,53,2,113.12,3,2,3,323,About_to_Sleep
13761.0,49,2,206.45999999999998,3,2,4,324,About_to_Sleep
13762.0,218,1,8.82,1,1,1,111,Hibernating
13763.0,62,1,38.970000000000006,3,1,1,311,About_to_Sleep
13764.0,70,3,566.59,3,3,5,335,Need_Attention
13767.0,1,37,1366.5800000000002,5,5,5,555,Best Customers
13769.0,1,10,503.25,5,5,5,555,Best Customers
13771.0,63,4,312.58,3,4,4,344,Loyal_Customers
13772.0,33,3,436.11,3,3,5,335,Need_Attention
13774.0,81,1,72.4,2,1,2,212,Hibernating
13777.0,0,33,447.02,5,5,5,555,Best Customers
13778.0,102,1,29.700000000000003,2,1,1,211,Hibernating
13780.0,6,2,147.24,5,2,3,523,Potential_Loyalists
13781.0,250,1,77.47,1,1,2,112,Hibernating
13782.0,12,6,403.47999999999996,5,5,5,555,Best Customers
13784.0,9,11,81.78,5,5,2,552,Best Customers
13786.0,366,1,13.25,1,1,1,111,Hibernating
13787.0,75,2,76.81,2,2,2,222,Hibernating
13790.0,3,1,34.73,5,1,1,511,New_Customers
13791.0,127,2,13.71,2,2,1,221,Hibernating
13792.0,65,2,46.10000000000001,3,2,2,322,About_to_Sleep
13798.0,0,57,738.67,5,5,5,555,Best Customers
13799.0,116,2,83.07999999999998,2,2,2,222,Hibernating
13800.0,309,1,84.28,1,1,2,112,Hibernating
13801.0,66,1,90.94999999999999,3,1,2,312,About_to_Sleep
13802.0,138,3,159.79,2,3,3,233,At_Risk
13803.0,254,1,49.69,1,1,2,112,Hibernating
13804.0,30,7,422.43999999999994,4,5,5,455,Loyal_Customers
13805.0,51,2,7.710000000000001,3,2,1,321,About_to_Sleep
13806.0,63,1,52.33,3,1,2,312,About_to_Sleep
13807.0,366,1,36.05,1,1,1,111,Hibernating
13808.0,5,5,285.24,5,4,4,544,Best Customers
13809.0,304,1,85.3,1,1,2,112,Hibernating
13810.0,28,3,744.73,4,3,5,435,Potential_Loyalists
13811.0,183,3,341.25,1,3,4,134,At_Risk
13812.0,41,3,129.1,3,3,3,333,Need_Attention
13813.0,39,4,295.5,3,4,4,344,Loyal_Customers
13814.0,91,2,172.18,2,2,3,223,Hibernating
13815.0,21,4,451.77,4,4,5,445,Loyal_Customers
13816.0,23,2,132.78000000000003,4,2,3,423,Potential_Loyalists
13817.0,28,2,77.27000000000001,4,2,2,422,Potential_Loyalists
13819.0,301,3,72.13000000000001,1,3,2,132,At_Risk
13821.0,144,2,194.20999999999998,2,2,4,224,Hibernating
13822.0,5,2,171.89,5,2,3,523,Potential_Loyalists
13823.0,18,2,156.82000000000002,4,2,3,423,Potential_Loyalists
13824.0,32,5,126.63,4,4,3,443,Loyal_Customers
13826.0,175,1,57.3,2,1,2,212,Hibernating
13827.0,57,3,348.21000000000004,3,3,4,334,Need_Attention
13828.0,21,1,28.570000000000004,4,1,1,411,Promising
13831.0,15,6,292.8499999999999,4,5,4,454,Loyal_Customers
13832.0,18,1,6.85,4,1,1,411,Promising
13833.0,158,1,142.09999999999994,2,1,3,213,Hibernating
13835.0,24,4,176.02999999999997,4,4,3,443,Loyal_Customers
13837.0,211,2,41.760000000000005,1,2,2,122,Hibernating
13838.0,5,4,539.8399999999999,5,4,5,545,Best Customers
13841.0,252,1,0.85,1,1,1,111,Hibernating
13842.0,58,9,833.1199999999999,3,5,5,355,Loyal_Customers
13844.0,10,1,49.21,5,1,2,512,New_Customers
13845.0,64,1,17.59,3,1,1,311,About_to_Sleep
13846.0,24,3,193.86999999999998,4,3,4,434,Potential_Loyalists
13848.0,91,3,2.31,2,3,1,231,At_Risk
13849.0,51,2,305.41999999999996,3,2,4,324,About_to_Sleep
13850.0,128,1,224.92999999999995,2,1,4,214,Hibernating
13851.0,95,3,181.35,2,3,4,234,At_Risk
13853.0,56,1,104.56000000000002,3,1,3,313,About_to_Sleep
13854.0,8,25,509.12,5,5,5,555,Best Customers
13856.0,168,3,14.84,2,3,1,231,At_Risk
13858.0,56,1,47.68999999999999,3,1,2,312,About_to_Sleep
13859.0,325,1,80.86000000000001,1,1,2,112,Hibernating
13860.0,0,5,267.10999999999996,5,4,4,544,Best Customers
13862.0,17,8,235.89,4,5,4,454,Loyal_Customers
13863.0,247,1,51.930000000000014,1,1,2,112,Hibernating
13865.0,57,4,117.07000000000001,3,4,3,343,Loyal_Customers
13866.0,73,1,23.63,2,1,1,211,Hibernating
13867.0,30,3,240.58999999999992,4,3,4,434,Potential_Loyalists
13868.0,6,2,61.19,5,2,2,522,Potential_Loyalists
13869.0,122,4,903.9900000000001,2,4,5,245,At_Risk
13870.0,1,8,388.53999999999996,5,5,5,555,Best Customers
13871.0,22,13,1263.6599999999999,4,5,5,455,Loyal_Customers
13873.0,119,3,106.02,2,3,3,233,At_Risk
13874.0,357,1,99.1,1,1,3,113,Hibernating
13875.0,53,5,203.68,3,4,4,344,Loyal_Customers
13876.0,63,1,35.8,3,1,1,311,About_to_Sleep
13877.0,85,1,3.5300000000000002,2,1,1,211,Hibernating
13878.0,54,1,167.58999999999997,3,1,3,313,About_to_Sleep
13880.0,20,13,443.56999999999994,4,5,5,455,Loyal_Customers
13881.0,3,20,476.41999999999996,5,5,5,555,Best Customers
13882.0,2,5,219.82,5,4,4,544,Best Customers
13883.0,10,5,479.4,5,4,5,545,Best Customers
13884.0,6,5,210.25,5,4,4,544,Best Customers
13885.0,188,2,110.9,1,2,3,123,Hibernating
13886.0,70,1,60.879999999999995,3,1,2,312,About_to_Sleep
13887.0,203,1,73.23,1,1,2,112,Hibernating
13888.0,119,2,164.87,2,2,3,223,Hibernating
13889.0,92,1,57.50000000000001,2,1,2,212,Hibernating
13890.0,0,10,374.1700000000001,5,5,5,555,Best Customers
13892.0,26,4,29.95,4,4,1,441,Loyal_Customers
13893.0,297,1,130.20000000000002,1,1,3,113,Hibernating
13894.0,23,3,72.11,4,3,2,432,Potential_Loyalists
13895.0,27,4,346.37000000000006,4,4,4,444,Loyal_Customers
13897.0,49,1,33.11000000000001,3,1,1,311,About_to_Sleep
13898.0,325,1,31.37,1,1,1,111,Hibernating
13899.0,15,2,57.59,4,2,2,422,Potential_Loyalists
13900.0,182,3,133.89000000000001,1,3,3,133,At_Risk
13901.0,71,5,557.3299999999999,3,4,5,345,Loyal_Customers
13904.0,36,2,34.419999999999995,3,2,1,321,About_to_Sleep
13908.0,79,4,349.84000000000003,2,4,4,244,At_Risk
13911.0,56,9,353.59999999999997,3,5,4,354,Loyal_Customers
13914.0,11,2,84.22,5,2,2,522,Potential_Loyalists
13917.0,49,2,36.400000000000006,3,2,1,321,About_to_Sleep
13918.0,49,2,65.56,3,2,2,322,About_to_Sleep
13919.0,58,2,79.41,3,2,2,322,About_to_Sleep
13922.0,351,1,34.92,1,1,1,111,Hibernating
13923.0,53,1,59.489999999999995,3,1,2,312,About_to_Sleep
13924.0,1,6,305.09000000000003,5,5,4,554,Best Customers
13925.0,92,4,242.49,2,4,4,244,At_Risk
13926.0,22,1,71.87,4,1,2,412,Promising
13927.0,74,1,56.61,2,1,2,212,Hibernating
13928.0,10,4,155.71999999999997,5,4,3,543,Best Customers
13929.0,168,2,47.65,2,2,2,222,Hibernating
13930.0,57,2,27.89,3,2,1,321,About_to_Sleep
13931.0,95,2,118.67000000000002,2,2,3,223,Hibernating
13932.0,294,1,97.64999999999999,1,1,3,113,Hibernating
13933.0,108,2,79.59000000000002,2,2,2,222,Hibernating
13934.0,263,1,98.8,1,1,3,113,Hibernating
13936.0,179,1,40.09,1,1,1,111,Hibernating
13937.0,168,1,15.25,2,1,1,211,Hibernating
13938.0,34,1,7.09,3,1,1,311,About_to_Sleep
13939.0,22,3,53.26,4,3,2,432,Potential_Loyalists
13940.0,16,4,152.95,4,4,3,443,Loyal_Customers
13941.0,21,5,173.63,4,4,3,443,Loyal_Customers
13946.0,78,3,18.470000000000006,2,3,1,231,At_Risk
13947.0,64,1,14.65,3,1,1,311,About_to_Sleep
13948.0,360,1,11.85,1,1,1,111,Hibernating
13949.0,2,6,233.06,5,5,4,554,Best Customers
13950.0,10,4,160.64000000000001,5,4,3,543,Best Customers
13951.0,175,3,136.07999999999998,2,3,3,233,At_Risk
13952.0,217,2,545.711,1,2,5,125,Hibernating
13953.0,6,7,45.86,5,5,2,552,Best Customers
13954.0,1,2,136.26999999999998,5,3,3,533,Potential_Loyalists
13955.0,153,2,99.52999999999999,2,3,3,233,At_Risk
13956.0,4,5,520.25,5,4,5,545,Best Customers
13959.0,78,3,202.76,2,3,4,234,At_Risk
13960.0,20,2,25.26,4,3,1,431,Potential_Loyalists
13962.0,21,2,77.21,4,3,2,432,Potential_Loyalists
13963.0,307,4,114.38,1,4,3,143,At_Risk
13967.0,145,1,7.2,2,1,1,211,Hibernating
13969.0,6,18,1849.39,5,5,5,555,Best Customers
13971.0,18,8,331.54999999999995,4,5,4,454,Loyal_Customers
13972.0,70,2,38.18999999999999,3,3,1,331,Need_Attention
13973.0,286,1,41.32,1,1,2,112,Hibernating
13974.0,48,1,61.510000000000005,3,1,2,312,About_to_Sleep
13975.0,30,6,742.05,4,5,5,455,Loyal_Customers
13976.0,206,1,35.68,1,1,1,111,Hibernating
13978.0,14,2,18.16,4,3,1,431,Potential_Loyalists
13979.0,72,1,98.94,2,1,3,213,Hibernating
13980.0,59,1,43.059999999999995,3,1,2,312,About_to_Sleep
13982.0,38,4,247.75999999999996,3,4,4,344,Loyal_Customers
13983.0,29,12,677.3099999999998,4,5,5,455,Loyal_Customers
13984.0,26,5,33.739999999999995,4,4,1,441,Loyal_Customers
13985.0,3,15,832.19,5,5,5,555,Best Customers
13986.0,16,1,24.2,4,1,1,411,Promising
13988.0,19,6,701.9399999999999,4,5,5,455,Loyal_Customers
13989.0,65,2,107.64,3,3,3,333,Need_Attention
13990.0,212,1,42.56,1,1,2,112,Hibernating
13991.0,11,6,125.37000000000003,5,5,3,553,Best Customers
13992.0,29,1,5.85,4,1,1,411,Promising
13993.0,42,9,676.02,3,5,5,355,Loyal_Customers
13994.0,3,6,590.83,5,5,5,555,Best Customers
13995.0,14,5,191.57,4,4,4,444,Loyal_Customers
13999.0,9,12,473.17999999999995,5,5,5,555,Best Customers
14000.0,210,1,29.24,1,1,1,111,Hibernating
14001.0,45,3,137.91000000000003,3,3,3,333,Need_Attention
14002.0,133,2,113.34,2,3,3,233,At_Risk
14004.0,42,7,486.3299999999999,3,5,5,355,Loyal_Customers
14005.0,9,5,185.23999999999998,5,4,4,544,Best Customers
14006.0,115,3,71.12000000000002,2,3,2,232,At_Risk
14009.0,197,2,118.53000000000002,1,3,3,133,At_Risk
14012.0,277,1,31.15,1,1,1,111,Hibernating
14013.0,109,3,46.980000000000004,2,3,2,232,At_Risk
14014.0,76,1,22.15000000000001,2,1,1,211,Hibernating
14015.0,52,1,62.14,3,1,2,312,About_to_Sleep
14016.0,161,4,635.8800000000001,2,4,5,245,At_Risk
14019.0,46,3,159.37999999999997,3,3,3,333,Need_Attention
14020.0,16,2,111.11,4,3,3,433,Potential_Loyalists
14021.0,154,3,99.05000000000001,2,3,3,233,At_Risk
14022.0,224,1,36.27000000000001,1,1,1,111,Hibernating
14023.0,6,2,89.00000000000001,5,3,2,532,Potential_Loyalists
14024.0,121,2,59.22,2,3,2,232,At_Risk
14027.0,60,1,12.86,3,1,1,311,About_to_Sleep
14029.0,62,2,65.49000000000001,3,3,2,332,Need_Attention
14030.0,17,8,985.2299999999999,4,5,5,455,Loyal_Customers
14031.0,6,19,1081.77,5,5,5,555,Best Customers
14032.0,1,11,341.76,5,5,4,554,Best Customers
14034.0,21,3,209.54999999999998,4,3,4,434,Potential_Loyalists
14035.0,28,5,185.48,4,4,4,444,Loyal_Customers
14036.0,284,1,166.12999999999994,1,1,3,113,Hibernating
14037.0,175,2,96.9,2,3,3,233,At_Risk
14038.0,77,3,176.43,2,3,4,234,At_Risk
14039.0,32,1,12.200000000000001,4,1,1,411,Promising
14040.0,40,12,897.02,3,5,5,355,Loyal_Customers
14041.0,265,1,39.29,1,1,1,111,Hibernating
14044.0,26,4,536.23,4,4,5,445,Loyal_Customers
14045.0,108,4,25.4,2,4,1,241,At_Risk
14046.0,283,1,7.569999999999999,1,1,1,111,Hibernating
14047.0,8,5,154.73,5,4,3,543,Best Customers
14048.0,304,1,186.07,1,1,4,114,Hibernating
14049.0,16,4,1254.48,4,4,5,445,Loyal_Customers
14050.0,31,2,83.09000000000002,4,3,2,432,Potential_Loyalists
14051.0,0,23,978.7500000000002,5,5,5,555,Best Customers
14052.0,19,1,161.39999999999998,4,1,3,413,Promising
14053.0,123,2,5.51,2,3,1,231,At_Risk
14054.0,64,1,9.08,3,1,1,311,About_to_Sleep
14055.0,105,1,44.529999999999994,2,1,2,212,Hibernating
14056.0,0,23,3126.45,5,5,5,555,Best Customers
14057.0,23,17,549.8299999999999,4,5,5,455,Loyal_Customers
14059.0,266,1,18.5,1,1,1,111,Hibernating
14060.0,4,19,291.02,5,5,4,554,Best Customers
14062.0,9,12,313.6500000000001,5,5,4,554,Best Customers
14064.0,28,5,126.4,4,4,3,443,Loyal_Customers
14066.0,266,1,30.55,1,1,1,111,Hibernating
14067.0,63,2,148.85000000000002,3,3,3,333,Need_Attention
14068.0,319,1,98.2,1,1,3,113,Hibernating
14071.0,3,8,778.84,5,5,5,555,Best Customers
14073.0,31,1,27.840000000000003,4,1,1,411,Promising
14075.0,4,3,77.97,5,3,2,532,Potential_Loyalists
14076.0,128,1,92.42,2,1,2,212,Hibernating
14077.0,40,5,111.97,3,4,3,343,Loyal_Customers
14078.0,101,6,174.23,2,5,3,253,Cant_Lose
14079.0,124,1,39.28,2,1,1,211,Hibernating
14080.0,32,1,3.8,4,1,1,411,Promising
14081.0,301,2,464.12,1,3,5,135,At_Risk
14082.0,364,1,75.04,1,1,2,112,Hibernating
14083.0,3,9,507.92999999999995,5,5,5,555,Best Customers
14085.0,1,18,1080.5300000000002,5,5,5,555,Best Customers
14087.0,2,1,98.03000000000002,5,1,3,513,New_Customers
14088.0,9,13,3375.38,5,5,5,555,Best Customers
14089.0,56,1,30.9,3,1,1,311,About_to_Sleep
14090.0,324,1,1.06,1,1,1,111,Hibernating
14092.0,7,14,584.84,5,5,5,555,Best Customers
14093.0,11,1,156.42000000000002,5,1,3,513,New_Customers
14096.0,3,17,33332.450000000004,5,5,5,555,Best Customers
14098.0,36,1,35.8,3,1,1,311,About_to_Sleep
14099.0,15,11,648.39,4,5,5,455,Loyal_Customers
14100.0,137,1,88.10000000000001,2,1,2,212,Hibernating
14101.0,73,6,60.550000000000004,2,5,2,252,Cant_Lose
14102.0,4,5,163.87999999999994,5,4,3,543,Best Customers
14104.0,154,2,166.60999999999999,2,3,3,233,At_Risk
14105.0,238,1,215.89000000000001,1,1,4,114,Hibernating
14107.0,51,7,327.06999999999994,3,5,4,354,Loyal_Customers
14108.0,30,2,105.17000000000002,4,3,3,433,Potential_Loyalists
14109.0,72,1,22.200000000000003,2,1,1,211,Hibernating
14110.0,3,12,366.02,5,5,5,555,Best Customers
14111.0,13,4,36.8,4,4,1,441,Loyal_Customers
14112.0,22,7,401.65,4,5,5,455,Loyal_Customers
14113.0,3,4,84.36,5,4,2,542,Best Customers
14114.0,273,2,94.69000000000001,1,3,3,133,At_Risk
14116.0,19,5,234.12,4,4,4,444,Loyal_Customers
14117.0,143,1,3.75,2,1,1,211,Hibernating
14121.0,3,4,364.78,5,4,5,545,Best Customers
14124.0,83,1,1.7900000000000003,2,1,1,211,Hibernating
14125.0,10,3,527.9399999999999,5,3,5,535,Potential_Loyalists
14126.0,7,3,60.61000000000001,5,3,2,532,Potential_Loyalists
14127.0,122,3,174.21999999999997,2,3,3,233,At_Risk
14128.0,60,2,87.17,3,3,2,332,Need_Attention
14129.0,1,5,142.18999999999997,5,4,3,543,Best Customers
14130.0,318,1,191.97999999999996,1,1,4,114,Hibernating
14132.0,1,11,343.55,5,5,4,554,Best Customers
14133.0,129,3,106.25999999999999,2,3,3,233,At_Risk
14135.0,1,15,331.31000000000006,5,5,4,554,Best Customers
14138.0,1,2,108.64999999999998,5,3,3,533,Potential_Loyalists
14139.0,45,1,37.900000000000006,3,1,1,311,About_to_Sleep
14140.0,3,2,120.37999999999998,5,3,3,533,Potential_Loyalists
14141.0,2,4,140.78,5,4,3,543,Best Customers
14142.0,372,1,38.95,1,1,1,111,Hibernating
14143.0,133,1,38.4,2,1,1,211,Hibernating
14145.0,46,4,54.45000000000001,3,4,2,342,Loyal_Customers
14146.0,8,5,553.12,5,4,5,545,Best Customers
14147.0,77,2,22.75,2,3,1,231,At_Risk
14148.0,233,1,22.65,1,1,1,111,Hibernating
14149.0,220,1,83.16,1,1,2,112,Hibernating
14150.0,35,2,43.74,3,3,2,332,Need_Attention
14152.0,74,2,56.03000000000001,2,3,2,232,At_Risk
14154.0,238,2,410.44,1,3,5,135,At_Risk
14155.0,265,1,32.7,1,1,1,111,Hibernating
14156.0,9,55,5357.68,5,5,5,555,Best Customers
14157.0,19,2,105.48,4,3,3,433,Potential_Loyalists
14158.0,39,1,63.00000000000001,3,1,2,312,About_to_Sleep
14159.0,19,11,1797.8600000000001,4,5,5,455,Loyal_Customers
14161.0,215,3,343.12999999999994,1,3,4,134,At_Risk
14162.0,173,2,97.22999999999999,2,3,3,233,At_Risk
14163.0,86,4,246.37999999999994,2,4,4,244,At_Risk
14164.0,70,2,45.070000000000014,3,3,2,332,Need_Attention
14165.0,275,1,80.94000000000001,1,1,2,112,Hibernating
14167.0,38,4,223.51999999999998,3,4,4,344,Loyal_Customers
14171.0,97,1,167.40999999999997,2,1,3,213,Hibernating
14173.0,10,4,126.92999999999999,5,4,3,543,Best Customers
14174.0,32,1,50.37,4,1,2,412,Promising
14175.0,59,3,552.25,3,3,5,335,Need_Attention
14176.0,296,4,110.8,1,4,3,143,At_Risk
14177.0,85,4,182.55999999999997,2,4,4,244,At_Risk
14178.0,8,7,556.92,5,5,5,555,Best Customers
14179.0,40,2,464.2399999999999,3,3,5,335,Need_Attention
14180.0,10,25,2234.69,5,5,5,555,Best Customers
14184.0,66,1,130.04,3,1,3,313,About_to_Sleep
14185.0,330,1,179.2,1,1,4,114,Hibernating
14188.0,30,6,128.38,4,5,3,453,Loyal_Customers
14189.0,1,15,571.87,5,5,5,555,Best Customers
14191.0,1,13,516.26,5,5,5,555,Best Customers
14193.0,67,2,114.40999999999998,3,3,3,333,Need_Attention
14194.0,4,21,1961.2399999999998,5,5,5,555,Best Customers
14195.0,201,2,41.949999999999996,1,3,2,132,At_Risk
14196.0,106,1,19.59,2,1,1,211,Hibernating
14198.0,17,4,184.69,4,4,4,444,Loyal_Customers
14199.0,217,1,11.799999999999999,1,1,1,111,Hibernating
14201.0,59,7,94.19999999999999,3,5,3,353,Loyal_Customers
14204.0,1,1,105.82000000000001,5,1,3,513,New_Customers
14205.0,16,2,100.03,4,3,3,433,Potential_Loyalists
14206.0,238,1,35.94,1,1,1,111,Hibernating
14208.0,94,1,35.269999999999996,2,1,1,211,Hibernating
14209.0,10,6,460.35999999999996,5,5,5,555,Best Customers
14210.0,105,6,389.27000000000004,2,5,5,255,Cant_Lose
14211.0,52,9,310.43,3,5,4,354,Loyal_Customers
14212.0,89,1,11.27,2,1,1,211,Hibernating
14214.0,30,5,156.83,4,4,3,443,Loyal_Customers
14215.0,11,6,239.87999999999997,5,5,4,554,Best Customers
14216.0,2,4,278.26,5,4,4,544,Best Customers
14217.0,1,17,549.55,5,5,5,555,Best Customers
14218.0,42,1,17.28,3,1,1,311,About_to_Sleep
14219.0,3,1,16.02,5,1,1,511,New_Customers
14220.0,246,2,71.32000000000001,1,3,2,132,At_Risk
14221.0,41,9,631.3299999999999,3,5,5,355,Loyal_Customers
14222.0,176,1,69.97999999999999,2,1,2,212,Hibernating
14223.0,91,3,233.98999999999998,2,3,4,234,At_Risk
14224.0,109,4,455.21999999999997,2,4,5,245,At_Risk
14226.0,28,5,194.28,4,4,4,444,Loyal_Customers
14227.0,25,10,498.57,4,5,5,455,Loyal_Customers
14229.0,51,3,128.79999999999998,3,3,3,333,Need_Attention
14231.0,183,3,183.48,1,3,4,134,At_Risk
14232.0,42,5,209.74,3,4,4,344,Loyal_Customers
14233.0,48,4,97.67,3,4,3,343,Loyal_Customers
14234.0,21,4,252.97999999999996,4,4,4,444,Loyal_Customers
14235.0,74,5,159.41999999999996,2,4,3,243,At_Risk
14236.0,80,2,30.980000000000004,2,3,1,231,At_Risk
14237.0,372,1,64.1,1,1,2,112,Hibernating
14238.0,325,1,18.3,1,1,1,111,Hibernating
14239.0,42,11,403.95,3,5,5,355,Loyal_Customers
14240.0,29,2,144.47,4,3,3,433,Potential_Loyalists
14241.0,183,1,19.55,1,1,1,111,Hibernating
14242.0,234,2,59.53,1,3,2,132,At_Risk
14243.0,8,10,558.54,5,5,5,555,Best Customers
14245.0,219,2,337.93,1,3,4,134,At_Risk
14246.0,110,3,223.01,2,3,4,234,At_Risk
14247.0,277,1,78.24000000000001,1,1,2,112,Hibernating
14248.0,317,1,24.42,1,1,1,111,Hibernating
14250.0,6,3,276.0799999999999,5,3,4,534,Potential_Loyalists
14251.0,1,5,161.4,5,4,3,543,Best Customers
14256.0,259,2,214.74999999999997,1,3,4,134,At_Risk
14257.0,63,5,300.91999999999996,3,4,4,344,Loyal_Customers
14258.0,8,9,426.0200000000001,5,5,5,555,Best Customers
14259.0,141,1,14.15,2,1,1,211,Hibernating
14261.0,50,2,263.33000000000004,3,3,4,334,Need_Attention
14262.0,7,8,298.97,5,5,4,554,Best Customers
