CustomerID,Recency,Frequency,Monetary,Cluster_Id,Cluster_Id_K5
13347.0,69,1,60.16,0,4
13348.0,63,1,30.88,0,4
13349.0,10,1,64.42,0,4
13350.0,15,2,332.63,0,0
13351.0,65,1,103.97000000000001,0,4
13352.0,59,1,90.71,0,4
13354.0,70,1,94.27999999999999,0,4
13355.0,121,1,87.22999999999999,0,4
13356.0,79,1,181.27999999999997,0,4
13357.0,256,1,262.57,1,1
13358.0,268,1,145.18999999999997,1,1
13359.0,63,1,133.39999999999998,0,4
13362.0,8,4,580.8799999999999,0,0
13363.0,17,2,230.24,0,4
13364.0,70,1,25.98,0,4
13365.0,33,2,398.81000000000006,0,0
13366.0,49,1,0.39,0,4
13368.0,256,2,142.61,1,1
13369.0,365,1,91.62,1,1
13370.0,371,1,145.38999999999996,1,1
13372.0,89,1,138.47,0,4
13373.0,60,3,516.67,0,0
13375.0,88,1,116.09,0,4
13376.0,98,3,285.13,0,4
13379.0,25,3,169.77999999999997,0,4
13381.0,31,6,524.67,0,0
13382.0,280,1,41.28000000000001,1,1
13384.0,30,7,482.33,0,0
13385.0,329,1,158.66,1,1
13388.0,130,2,159.63000000000002,0,4
13389.0,10,3,196.08999999999997,0,4
13390.0,74,1,39.79,0,4
13391.0,203,1,14.95,1,1
13394.0,1,8,253.89000000000001,0,0
13395.0,184,1,57.199999999999996,1,1
13396.0,28,2,167.48,0,4
13397.0,72,5,151.99999999999997,0,0
13398.0,191,1,89.17,1,1
13402.0,126,2,77.21,0,4
13403.0,17,1,8.75,0,4
13404.0,0,2,31.910000000000004,0,4
13405.0,73,3,146.551,0,4
13410.0,23,5,68.34,0,4
13411.0,106,1,58.75,0,4
13414.0,133,3,44.17,0,4
13416.0,43,2,103.64999999999999,0,4
13417.0,4,2,177.98,0,4
13418.0,11,18,893.2,2,2
13419.0,63,1,16.189999999999998,0,4
13420.0,149,2,28.34,1,4
13421.0,39,2,217.2,0,4
13422.0,63,1,384.88999999999993,0,4
13425.0,107,3,205.45999999999998,0,4
13426.0,0,10,296.08,0,0
13427.0,18,3,47.849999999999994,0,4
13428.0,9,1,145.95999999999998,0,4
13429.0,10,4,81.78999999999998,0,4
13430.0,18,2,81.22000000000001,0,4
13431.0,66,2,147.97,0,4
13434.0,73,2,16.52,0,4
13435.0,4,7,296.46,0,0
13436.0,1,1,69.96,0,4
13437.0,13,7,816.46,2,3
13439.0,254,1,93.17,1,1
13441.0,91,1,25.040000000000003,0,4
13447.0,22,3,185.24999999999997,0,4
13448.0,16,6,620.53,2,0
13449.0,23,1,36.57,0,4
13450.0,26,6,109.35,0,0
13451.0,25,5,931.1099999999999,2,3
13452.0,258,2,590.0,1,1
13453.0,165,2,77.28999999999999,1,1
13455.0,24,2,212.71999999999997,0,4
13456.0,17,6,217.90000000000003,0,0
13458.0,6,14,930.26,2,3
13460.0,28,2,18.020000000000003,0,4
13461.0,38,3,42.349999999999994,0,4
13462.0,252,1,30.5,1,1
13464.0,57,1,131.43,0,4
13466.0,183,1,48.309999999999995,1,1
13467.0,10,2,270.45,0,4
13470.0,98,2,16.5,0,4
13471.0,0,4,651.96,0,0
13473.0,60,2,78.29,0,4
13474.0,235,1,148.65,1,1
13475.0,190,4,248.42,1,1
13476.0,178,2,510.13999999999993,1,1
13477.0,37,6,199.94,0,0
13479.0,200,2,69.7,1,1
13481.0,45,5,249.12999999999994,0,0
13482.0,231,1,26.830000000000002,1,1
13483.0,65,1,10.56,0,4
13484.0,240,1,60.0,1,1
13485.0,232,1,55.78,1,1
13486.0,77,3,200.78999999999994,0,4
13487.0,57,3,151.34,0,4
13488.0,16,13,1463.04,2,2
13489.0,104,4,19.839999999999996,0,4
13491.0,51,10,289.99999999999994,0,0
13492.0,135,3,225.07999999999998,0,4
13493.0,274,2,103.17,1,1
13494.0,311,1,65.97,1,1
13495.0,7,5,123.76,0,0
13496.0,10,2,108.78999999999999,0,4
13497.0,282,2,56.5,1,1
13499.0,17,5,89.53,0,0
13500.0,22,3,235.76000000000002,0,0
13501.0,287,1,194.07,1,1
13502.0,16,3,32.36,0,4
13503.0,70,1,37.08,0,4
13504.0,63,1,81.44000000000001,0,4
13505.0,72,4,708.86,0,0
13506.0,315,2,74.39,1,1
13507.0,2,4,543.38,0,0
13508.0,243,1,62.31000000000001,1,1
13509.0,8,7,60.03000000000001,0,0
13510.0,0,4,274.38,0,0
13512.0,260,1,62.029999999999994,1,1
13513.0,126,1,36.849999999999994,0,4
13514.0,73,1,16.700000000000003,0,4
13515.0,72,4,127.76000000000002,0,4
13516.0,20,3,129.70000000000002,0,4
13517.0,59,3,411.95,0,0
13518.0,85,1,104.57,0,4
13519.0,77,1,50.75,0,4
13520.0,58,6,423.09999999999997,0,0
13521.0,0,3,790.98,0,0
13522.0,29,1,16.35,0,4
13523.0,32,5,1066.63,2,3
13524.0,40,5,93.56,0,0
13525.0,14,2,23.41,0,4
13527.0,33,7,637.41,2,3
13529.0,78,2,83.98,0,4
13531.0,204,2,99.86999999999999,1,1
13532.0,33,1,146.73,0,4
13533.0,182,3,146.93,1,1
13534.0,1,25,832.06,2,2
13536.0,0,7,576.0699999999999,2,3
13538.0,42,7,186.91,0,0
13539.0,85,3,155.22,0,4
13544.0,39,2,256.08000000000004,0,4
13546.0,11,3,216.01999999999998,0,4
13548.0,95,2,349.04999999999995,0,4
13549.0,25,7,180.14000000000001,0,0
13551.0,318,1,30.6,1,1
13552.0,65,12,426.33,2,3
13555.0,73,4,324.8,0,0
13557.0,27,2,50.23,0,4
13558.0,5,4,386.65999999999997,0,0
13560.0,6,1,98.52000000000001,0,4
13561.0,215,1,49.65,1,1
13562.0,81,3,314.65,0,0
13563.0,83,2,417.13,0,0
13564.0,143,3,850.6500000000001,0,0
13565.0,18,2,65.31,0,4
13566.0,40,2,332.79999999999995,0,0
13568.0,172,1,132.04999999999998,1,1
13569.0,16,2,268.02,0,4
13570.0,242,1,56.77,1,1
13571.0,12,12,588.83,2,3
13572.0,205,1,148.58,1,1
13573.0,49,2,92.23,0,4
13575.0,22,5,98.80000000000003,0,0
13576.0,9,18,406.16000000000014,2,3
13577.0,24,4,256.21999999999997,0,0
13579.0,14,2,97.99000000000002,0,4
13581.0,308,1,44.800000000000004,1,1
13583.0,155,1,106.63999999999999,1,1
13584.0,306,1,99.94999999999999,1,1
13587.0,63,1,53.09,0,4
13588.0,15,9,239.51,0,0
13589.0,14,2,140.72999999999996,0,4
13590.0,10,6,160.59000000000003,0,0
13591.0,64,3,230.8,0,4
13592.0,35,4,100.16,0,4
13593.0,107,5,559.8100000000001,0,0
13594.0,52,1,41.48,0,4
13596.0,5,2,378.97,0,0
13598.0,46,1,134.24,0,4
13599.0,0,21,690.9,2,2
13600.0,311,1,58.22000000000001,1,1
13601.0,44,2,184.37999999999994,0,4
13602.0,64,1,47.400000000000006,0,4
13603.0,25,1,57.019999999999996,0,4
13606.0,28,3,97.56,0,4
13607.0,39,1,308.76000000000005,0,4
13610.0,11,7,650.65,2,3
13611.0,88,3,174.24999999999994,0,4
13614.0,23,4,758.75,0,0
13615.0,318,1,77.91000000000001,1,1
13617.0,39,3,122.75,0,4
13618.0,173,1,13.46,1,1
13621.0,116,1,21.45,0,4
13623.0,30,5,291.15000000000003,0,0
13626.0,252,1,40.67,1,1
13627.0,58,5,273.65999999999997,0,0
13629.0,22,11,137.12999999999997,0,0
13630.0,4,7,142.22,0,0
13631.0,99,11,67.77000000000001,0,0
13632.0,24,5,463.34000000000003,0,0
13634.0,32,5,626.15,0,0
13635.0,67,1,149.16,0,4
13636.0,36,5,238.48,0,0
13637.0,51,3,238.95000000000002,0,4
13638.0,15,1,23.940000000000005,0,4
13639.0,73,1,57.720000000000006,0,4
13642.0,215,1,214.58,1,1
13643.0,30,3,67.05,0,4
13644.0,15,4,444.2800000000001,0,0
13645.0,119,1,16.85,0,4
13647.0,9,4,262.31000000000006,0,0
13649.0,256,2,73.4,1,1
13650.0,16,6,302.64,0,0
13651.0,34,2,36.349999999999994,0,4
13652.0,45,3,196.76999999999998,0,4
13654.0,42,6,419.43,0,0
13655.0,113,2,186.46,0,4
13656.0,164,2,84.23,1,1
13657.0,10,2,47.89,0,4
13658.0,9,5,434.45,0,0
13659.0,205,2,398.23,1,1
13662.0,85,3,173.83999999999995,0,4
13663.0,178,1,58.5,1,1
13666.0,59,3,44.900000000000006,0,4
13667.0,148,1,211.82999999999998,1,4
13668.0,2,21,1398.75,2,2
13669.0,50,2,24.76,0,4
13670.0,74,1,46.92,0,4
13672.0,300,2,26.78,1,1
13673.0,18,2,214.61999999999998,0,4
13675.0,150,2,47.57000000000001,1,4
13678.0,151,1,6.3,1,4
13680.0,0,4,430.02,0,0
13681.0,17,4,165.44000000000003,0,0
13682.0,186,1,21.25,1,1
13684.0,285,1,52.339999999999996,1,1
13685.0,2,7,27.33,0,0
13686.0,182,1,9.3,1,1
13689.0,62,1,10.2,0,4
13690.0,58,1,53.75,0,4
13692.0,24,3,137.72000000000003,0,4
13695.0,30,15,238.22,2,3
13697.0,38,1,16.72,0,4
13699.0,154,1,88.29000000000002,1,4
13700.0,25,10,312.39,0,0
13703.0,317,1,9.95,1,1
13704.0,4,9,446.06,2,3
13705.0,7,3,213.04000000000002,0,4
13706.0,302,1,55.480000000000004,1,1
13707.0,266,2,214.24,1,1
13708.0,270,1,104.93000000000002,1,1
13709.0,3,13,1193.1599999999999,2,2
13710.0,31,1,9.33,0,4
13711.0,218,2,49.14,1,1
13712.0,246,1,12.35,1,1
13715.0,280,5,239.89999999999998,1,1
13716.0,268,1,29.81,1,1
13717.0,31,6,208.43,0,0
13718.0,245,2,66.35,1,1
13719.0,14,5,195.96,0,0
13720.0,116,4,136.70000000000002,0,4
13721.0,35,1,79.83000000000001,0,4
13722.0,131,3,245.17,0,4
13723.0,216,1,31.7,1,1
13725.0,49,8,450.95000000000005,0,0
13726.0,38,2,45.199999999999996,0,4
13727.0,28,2,58.82,0,4
13728.0,36,6,343.4600000000001,0,0
13730.0,135,2,139.24,0,4
13731.0,218,2,162.99999999999997,1,1
13732.0,27,1,52.13999999999999,0,4
13735.0,24,4,791.1300000000001,2,3
13736.0,4,2,415.94,0,0
13737.0,199,1,115.46,1,1
13739.0,17,1,16.45,0,4
13740.0,240,1,36.71,1,1
13741.0,71,3,177.67,0,4
13742.0,16,12,1317.24,2,2
13743.0,2,7,45.93,0,0
13744.0,94,2,122.91999999999999,0,4
13745.0,161,1,16.14,1,1
13747.0,373,1,9.95,1,1
13748.0,95,5,111.9,0,4
13750.0,53,5,120.49,0,0
13751.0,287,1,31.77,1,1
13752.0,123,6,233.32999999999998,0,0
13753.0,287,1,62.80000000000001,1,1
13754.0,151,2,28.05,1,4
13755.0,3,9,1050.9299999999998,2,3
13756.0,1,14,388.66999999999996,2,3
13758.0,11,7,384.6899999999999,0,0
13759.0,32,2,84.07,0,4
13760.0,53,2,113.12,0,4
13761.0,49,2,206.45999999999998,0,4
13762.0,218,1,8.82,1,1
13763.0,62,1,38.970000000000006,0,4
13764.0,70,3,566.59,0,0
13769.0,1,10,503.25,2,3
13771.0,63,4,312.58,0,0
13772.0,33,3,436.11,0,0
13774.0,81,1,72.4,0,4
13778.0,102,1,29.700000000000003,0,4
13780.0,6,2,147.24,0,4
13781.0,250,1,77.47,1,1
13782.0,12,6,403.47999999999996,0,0
13784.0,9,11,81.78,0,0
13786.0,366,1,13.25,1,1
13787.0,75,2,76.81,0,4
13790.0,3,1,34.73,0,4
13791.0,127,2,13.71,0,4
13792.0,65,2,46.10000000000001,0,4
13799.0,116,2,83.07999999999998,0,4
13800.0,309,1,84.28,1,1
13801.0,66,1,90.94999999999999,0,4
13802.0,138,3,159.79,0,4
13803.0,254,1,49.69,1,1
13804.0,30,7,422.43999999999994,0,0
13805.0,51,2,7.710000000000001,0,4
13806.0,63,1,52.33,0,4
13807.0,366,1,36.05,1,1
13808.0,5,5,285.24,0,0
13809.0,304,1,85.3,1,1
13810.0,28,3,744.73,0,0
13811.0,183,3,341.25,1,1
13812.0,41,3,129.1,0,4
13813.0,39,4,295.5,0,0
13814.0,91,2,172.18,0,4
13815.0,21,4,451.77,0,0
13816.0,23,2,132.78000000000003,0,4
13817.0,28,2,77.27000000000001,0,4
13819.0,301,3,72.13000000000001,1,1
13821.0,144,2,194.20999999999998,0,4
13822.0,5,2,171.89,0,4
13823.0,18,2,156.82000000000002,0,4
13824.0,32,5,126.63,0,0
13826.0,175,1,57.3,1,1
13827.0,57,3,348.21000000000004,0,0
13828.0,21,1,28.570000000000004,0,4
13831.0,15,6,292.8499999999999,0,0
13832.0,18,1,6.85,0,4
13833.0,158,1,142.09999999999994,1,1
13835.0,24,4,176.02999999999997,0,0
13837.0,211,2,41.760000000000005,1,1
13838.0,5,4,539.8399999999999,0,0
13841.0,252,1,0.85,1,1
13842.0,58,9,833.1199999999999,2,3
13844.0,10,1,49.21,0,4
13845.0,64,1,17.59,0,4
13846.0,24,3,193.86999999999998,0,4
13848.0,91,3,2.31,0,4
13849.0,51,2,305.41999999999996,0,4
13850.0,128,1,224.92999999999995,0,4
13851.0,95,3,181.35,0,4
13853.0,56,1,104.56000000000002,0,4
13854.0,8,25,509.12,2,2
13856.0,168,3,14.84,1,1
13858.0,56,1,47.68999999999999,0,4
13859.0,325,1,80.86000000000001,1,1
13860.0,0,5,267.10999999999996,0,0
13862.0,17,8,235.89,0,0
13863.0,247,1,51.930000000000014,1,1
13865.0,57,4,117.07000000000001,0,4
13866.0,73,1,23.63,0,4
13867.0,30,3,240.58999999999992,0,0
13868.0,6,2,61.19,0,4
13869.0,122,4,903.9900000000001,2,3
13870.0,1,8,388.53999999999996,0,0
13871.0,22,13,1263.6599999999999,2,2
13873.0,119,3,106.02,0,4
13874.0,357,1,99.1,1,1
13875.0,53,5,203.68,0,0
13876.0,63,1,35.8,0,4
13877.0,85,1,3.5300000000000002,0,4
13878.0,54,1,167.58999999999997,0,4
13880.0,20,13,443.56999999999994,2,3
13881.0,3,20,476.41999999999996,2,3
13882.0,2,5,219.82,0,0
13883.0,10,5,479.4,0,0
13884.0,6,5,210.25,0,0
13885.0,188,2,110.9,1,1
13886.0,70,1,60.879999999999995,0,4
13887.0,203,1,73.23,1,1
13888.0,119,2,164.87,0,4
13889.0,92,1,57.50000000000001,0,4
13890.0,0,10,374.1700000000001,2,3
13892.0,26,4,29.95,0,4
13893.0,297,1,130.20000000000002,1,1
13894.0,23,3,72.11,0,4
13895.0,27,4,346.37000000000006,0,0
13897.0,49,1,33.11000000000001,0,4
13898.0,325,1,31.37,1,1
13899.0,15,2,57.59,0,4
13900.0,182,3,133.89000000000001,1,1
13901.0,71,5,557.3299999999999,0,0
13904.0,36,2,34.419999999999995,0,4
13908.0,79,4,349.84000000000003,0,0
13911.0,56,9,353.59999999999997,0,0
13914.0,11,2,84.22,0,4
13917.0,49,2,36.400000000000006,0,4
13918.0,49,2,65.56,0,4
13919.0,58,2,79.41,0,4
13922.0,351,1,34.92,1,1
13923.0,53,1,59.489999999999995,0,4
13924.0,1,6,305.09000000000003,0,0
13925.0,92,4,242.49,0,0
13926.0,22,1,71.87,0,4
13927.0,74,1,56.61,0,4
13928.0,10,4,155.71999999999997,0,0
13929.0,168,2,47.65,1,1
13930.0,57,2,27.89,0,4
13931.0,95,2,118.67000000000002,0,4
13932.0,294,1,97.64999999999999,1,1
13933.0,108,2,79.59000000000002,0,4
13934.0,263,1,98.8,1,1
13936.0,179,1,40.09,1,1
13937.0,168,1,15.25,1,1
13938.0,34,1,7.09,0,4
13939.0,22,3,53.26,0,4
13940.0,16,4,152.95,0,0
13941.0,21,5,173.63,0,0
13946.0,78,3,18.470000000000006,0,4
13947.0,64,1,14.65,0,4
13948.0,360,1,11.85,1,1
13949.0,2,6,233.06,0,0
13950.0,10,4,160.64000000000001,0,0
13951.0,175,3,136.07999999999998,1,1
13952.0,217,2,545.711,1,1
13953.0,6,7,45.86,0,0
13954.0,1,2,136.26999999999998,0,4
13955.0,153,2,99.52999999999999,1,4
13956.0,4,5,520.25,0,0
13959.0,78,3,202.76,0,4
13960.0,20,2,25.26,0,4
13962.0,21,2,77.21,0,4
13963.0,307,4,114.38,1,1
13967.0,145,1,7.2,1,4
13969.0,6,18,1849.39,2,2
13971.0,18,8,331.54999999999995,0,0
13972.0,70,2,38.18999999999999,0,4
13973.0,286,1,41.32,1,1
13974.0,48,1,61.510000000000005,0,4
13975.0,30,6,742.05,2,3
13976.0,206,1,35.68,1,1
13978.0,14,2,18.16,0,4
13979.0,72,1,98.94,0,4
13980.0,59,1,43.059999999999995,0,4
13982.0,38,4,247.75999999999996,0,0
13983.0,29,12,677.3099999999998,2,3
13984.0,26,5,33.739999999999995,0,4
13985.0,3,15,832.19,2,3
13986.0,16,1,24.2,0,4
13988.0,19,6,701.9399999999999,2,3
13989.0,65,2,107.64,0,4
13990.0,212,1,42.56,1,1
13991.0,11,6,125.37000000000003,0,0
13992.0,29,1,5.85,0,4
13993.0,42,9,676.02,2,3
13994.0,3,6,590.83,0,0
13995.0,14,5,191.57,0,0
13999.0,9,12,473.17999999999995,2,3
14000.0,210,1,29.24,1,1
14001.0,45,3,137.91000000000003,0,4
14002.0,133,2,113.34,0,4
14004.0,42,7,486.3299999999999,0,0
14005.0,9,5,185.23999999999998,0,0
14006.0,115,3,71.12000000000002,0,4
14009.0,197,2,118.53000000000002,1,1
14012.0,277,1,31.15,1,1
14013.0,109,3,46.980000000000004,0,4
14014.0,76,1,22.15000000000001,0,4
14015.0,52,1,62.14,0,4
14016.0,161,4,635.8800000000001,0,0
14019.0,46,3,159.37999999999997,0,4
14020.0,16,2,111.11,0,4
14021.0,154,3,99.05000000000001,1,4
14022.0,224,1,36.27000000000001,1,1
14023.0,6,2,89.00000000000001,0,4
14024.0,121,2,59.22,0,4
14027.0,60,1,12.86,0,4
14029.0,62,2,65.49000000000001,0,4
14030.0,17,8,985.2299999999999,2,3
14031.0,6,19,1081.77,2,2
14032.0,1,11,341.76,2,3
14034.0,21,3,209.54999999999998,0,4
14035.0,28,5,185.48,0,0
14036.0,284,1,166.12999999999994,1,1
14037.0,175,2,96.9,1,1
14038.0,77,3,176.43,0,4
14039.0,32,1,12.200000000000001,0,4
14040.0,40,12,897.02,2,3
14041.0,265,1,39.29,1,1
14044.0,26,4,536.23,0,0
14045.0,108,4,25.4,0,4
14046.0,283,1,7.569999999999999,1,1
14047.0,8,5,154.73,0,0
14048.0,304,1,186.07,1,1
14049.0,16,4,1254.48,2,3
14050.0,31,2,83.09000000000002,0,4
14051.0,0,23,978.7500000000002,2,2
14052.0,19,1,161.39999999999998,0,4
14053.0,123,2,5.51,0,4
14054.0,64,1,9.08,0,4
14055.0,105,1,44.529999999999994,0,4
14057.0,23,17,549.8299999999999,2,3
14059.0,266,1,18.5,1,1
14060.0,4,19,291.02,2,3
14062.0,9,12,313.6500000000001,2,3
14064.0,28,5,126.4,0,0
14066.0,266,1,30.55,1,1
14067.0,63,2,148.85000000000002,0,4
14068.0,319,1,98.2,1,1
14071.0,3,8,778.84,2,3
14073.0,31,1,27.840000000000003,0,4
14075.0,4,3,77.97,0,4
14076.0,128,1,92.42,0,4
14077.0,40,5,111.97,0,0
14078.0,101,6,174.23,0,0
14079.0,124,1,39.28,0,4
14080.0,32,1,3.8,0,4
14081.0,301,2,464.12,1,1
14082.0,364,1,75.04,1,1
14083.0,3,9,507.92999999999995,2,3
14085.0,1,18,1080.5300000000002,2,2
14087.0,2,1,98.03000000000002,0,4
14089.0,56,1,30.9,0,4
14090.0,324,1,1.06,1,1
14092.0,7,14,584.84,2,3
14093.0,11,1,156.42000000000002,0,4
14098.0,36,1,35.8,0,4
14099.0,15,11,648.39,2,3
14100.0,137,1,88.10000000000001,0,4
14101.0,73,6,60.550000000000004,0,0
14102.0,4,5,163.87999999999994,0,0
14104.0,154,2,166.60999999999999,1,4
14105.0,238,1,215.89000000000001,1,1
14107.0,51,7,327.06999999999994,0,0
14108.0,30,2,105.17000000000002,0,4
14109.0,72,1,22.200000000000003,0,4
14110.0,3,12,366.02,2,3
14111.0,13,4,36.8,0,4
14112.0,22,7,401.65,0,0
14113.0,3,4,84.36,0,4
14114.0,273,2,94.69000000000001,1,1
14116.0,19,5,234.12,0,0
14117.0,143,1,3.75,1,4
14121.0,3,4,364.78,0,0
14124.0,83,1,1.7900000000000003,0,4
14125.0,10,3,527.9399999999999,0,0
14126.0,7,3,60.61000000000001,0,4
14127.0,122,3,174.21999999999997,0,4
14128.0,60,2,87.17,0,4
14129.0,1,5,142.18999999999997,0,0
14130.0,318,1,191.97999999999996,1,1
14132.0,1,11,343.55,2,3
14133.0,129,3,106.25999999999999,0,4
14135.0,1,15,331.31000000000006,2,3
14138.0,1,2,108.64999999999998,0,4
14139.0,45,1,37.900000000000006,0,4
14140.0,3,2,120.37999999999998,0,4
14141.0,2,4,140.78,0,0
14142.0,372,1,38.95,1,1
14143.0,133,1,38.4,0,4
14145.0,46,4,54.45000000000001,0,4
14146.0,8,5,553.12,0,0
14147.0,77,2,22.75,0,4
14148.0,233,1,22.65,1,1
14149.0,220,1,83.16,1,1
14150.0,35,2,43.74,0,4
14152.0,74,2,56.03000000000001,0,4
14154.0,238,2,410.44,1,1
14155.0,265,1,32.7,1,1
14157.0,19,2,105.48,0,4
14158.0,39,1,63.00000000000001,0,4
14159.0,19,11,1797.8600000000001,2,2
14161.0,215,3,343.12999999999994,1,1
14162.0,173,2,97.22999999999999,1,1
14163.0,86,4,246.37999999999994,0,0
14164.0,70,2,45.070000000000014,0,4
14165.0,275,1,80.94000000000001,1,1
14167.0,38,4,223.51999999999998,0,0
14171.0,97,1,167.40999999999997,0,4
14173.0,10,4,126.92999999999999,0,4
14174.0,32,1,50.37,0,4
14175.0,59,3,552.25,0,0
14176.0,296,4,110.8,1,1
14177.0,85,4,182.55999999999997,0,4
14178.0,8,7,556.92,2,3
14179.0,40,2,464.2399999999999,0,0
14184.0,66,1,130.04,0,4
14185.0,330,1,179.2,1,1
14188.0,30,6,128.38,0,0
14189.0,1,15,571.87,2,3
14191.0,1,13,516.26,2,3
14193.0,67,2,114.40999999999998,0,4
14194.0,4,21,1961.2399999999998,2,2
14195.0,201,2,41.949999999999996,1,1
14196.0,106,1,19.59,0,4
14198.0,17,4,184.69,0,0
14199.0,217,1,11.799999999999999,1,1
14201.0,59,7,94.19999999999999,0,0
14204.0,1,1,105.82000000000001,0,4
14205.0,16,2,100.03,0,4
14206.0,238,1,35.94,1,1
14208.0,94,1,35.269999999999996,0,4
14209.0,10,6,460.35999999999996,0,0
14210.0,105,6,389.27000000000004,0,0
14211.0,52,9,310.43,0,0
14212.0,89,1,11.27,0,4
14214.0,30,5,156.83,0,0
14215.0,11,6,239.87999999999997,0,0
14216.0,2,4,278.26,0,0
14217.0,1,17,549.55,2,3
14218.0,42,1,17.28,0,4
14219.0,3,1,16.02,0,4
14220.0,246,2,71.32000000000001,1,1
14221.0,41,9,631.3299999999999,2,3
14222.0,176,1,69.97999999999999,1,1
14223.0,91,3,233.98999999999998,0,4
14224.0,109,4,455.21999999999997,0,0
14226.0,28,5,194.28,0,0
14227.0,25,10,498.57,2,3
14229.0,51,3,128.79999999999998,0,4
14231.0,183,3,183.48,1,1
14232.0,42,5,209.74,0,0
14233.0,48,4,97.67,0,4
14234.0,21,4,252.97999999999996,0,0
14235.0,74,5,159.41999999999996,0,0
14236.0,80,2,30.980000000000004,0,4
14237.0,372,1,64.1,1,1
14238.0,325,1,18.3,1,1
14239.0,42,11,403.95,2,3
14240.0,29,2,144.47,0,4
14241.0,183,1,19.55,1,1
14242.0,234,2,59.53,1,1
14243.0,8,10,558.54,2,3
14245.0,219,2,337.93,1,1
14246.0,110,3,223.01,0,4
14247.0,277,1,78.24000000000001,1,1
14248.0,317,1,24.42,1,1
14250.0,6,3,276.0799999999999,0,0
14251.0,1,5,161.4,0,0
14256.0,259,2,214.74999999999997,1,1
14257.0,63,5,300.91999999999996,0,0
14258.0,8,9,426.0200000000001,2,3
14259.0,141,1,14.15,1,4
14261.0,50,2,263.33000000000004,0,4
14262.0,7,8,298.97,0,0
14264.0,154,2,112.54,1,4
14265.0,108,2,181.75,0,4
14267.0,162,3,241.50999999999996,1,1
14270.0,331,1,132.55,1,1
14271.0,225,1,24.91,1,1
14272.0,73,2,74.83,0,4
14273.0,50,4,72.06,0,4
14276.0,98,3,142.54,0,4
14277.0,14,3,869.98,2,3
14280.0,196,1,37.87,1,1
14282.0,2,15,249.65000000000003,2,3
14284.0,30,2,154.29999999999998,0,4
14285.0,20,4,130.15,0,4
14286.0,23,3,432.09000000000003,0,0
14287.0,7,3,17.22,0,4
14288.0,212,1,48.1,1,1
14289.0,8,6,251.28,0,0
14290.0,10,5,368.96,0,0
14291.0,1,11,614.51,2,3
14292.0,7,9,334.6,0,0
14293.0,2,4,134.58999999999997,0,0
14295.0,39,1,9.65,0,4
14297.0,17,4,145.19999999999996,0,0
14299.0,7,9,442.13,2,3
14300.0,18,1,4.1499999999999995,0,4
14301.0,116,1,17.58,0,4
14304.0,222,1,83.05,1,1
14305.0,70,3,247.08999999999997,0,4
14306.0,50,2,136.45999999999998,0,4
14307.0,88,6,447.56,0,0
14309.0,7,9,287.37,0,0
14311.0,242,1,101.67999999999999,1,1
14312.0,46,6,308.67999999999995,0,0
14314.0,106,1,5.330000000000001,0,4
14315.0,44,6,374.7099999999999,0,0
14317.0,64,1,74.34,0,4
14320.0,206,2,60.69000000000002,1,1
14321.0,10,5,174.50000000000003,0,0
14323.0,114,2,107.87,0,4
14326.0,241,1,22.4,1,1
14327.0,162,1,31.049999999999997,1,1
14329.0,16,7,737.3000000000001,2,3
14331.0,123,2,84.53999999999999,0,4
14332.0,22,3,55.03,0,4
14333.0,67,1,120.95,0,4
14334.0,16,8,533.23,2,3
14335.0,15,2,144.23999999999995,0,4
14336.0,16,4,145.35999999999999,0,0
14338.0,160,2,113.06000000000003,1,1
14339.0,242,1,28.459999999999997,1,1
14340.0,218,1,17.6,1,1
14341.0,44,8,329.45,0,0
14342.0,20,4,60.7,0,4
14344.0,126,8,300.02,0,0
14345.0,38,1,20.939999999999998,0,4
14346.0,120,2,276.14,0,4
14348.0,259,1,53.32,1,1
14349.0,9,1,71.9,0,4
14350.0,273,1,41.16,1,1
14351.0,164,1,4.25,1,1
14352.0,156,4,181.69999999999993,0,4
14353.0,214,1,8.2,1,1
14354.0,5,2,11.14,0,4
14355.0,365,1,31.35,1,1
14356.0,79,2,128.79000000000002,0,4
14357.0,42,1,79.96000000000001,0,4
14359.0,18,3,215.74999999999994,0,4
14360.0,31,4,365.84999999999997,0,0
14362.0,21,1,95.47,0,4
14364.0,108,8,208.79999999999998,0,0
14367.0,7,16,1664.08,2,2
14368.0,319,1,49.0,1,1
14371.0,294,1,15.1,1,1
14373.0,357,1,46.5,1,1
14375.0,184,1,140.92,1,1
14377.0,190,2,100.65,1,1
14379.0,43,2,99.44,0,4
14381.0,51,1,91.16,0,4
14382.0,25,1,211.0,0,4
14383.0,37,3,196.22999999999996,0,4
14385.0,8,3,22.63,0,4
14386.0,296,1,27.200000000000003,1,1
14387.0,32,3,473.5,0,0
14388.0,9,8,505.56000000000006,2,3
14389.0,64,2,96.00000000000001,0,4
14390.0,9,9,880.8399999999999,2,3
14393.0,217,1,26.949999999999996,1,1
14395.0,1,9,975.4699999999998,2,3
14396.0,64,2,191.76000000000002,0,4
14397.0,2,19,180.86999999999995,2,3
14400.0,148,1,43.42,1,4
14401.0,3,13,254.72999999999996,2,3
14403.0,129,4,125.07,0,4
14404.0,33,6,315.80999999999995,0,0
14406.0,118,1,30.36,0,4
14407.0,106,6,259.24,0,0
14408.0,10,7,202.5,0,0
